issn,journal,impact_factor,jcr_quartile,cas_partition
,INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,4,Q2,3区
2379-9927,International Journal of Computer Mathematics- Computer Systems Theory,0.6,Q3,4区
,International Journal of Computer Mathematics- Computer Systems Theory,0.6,Q3,4区
0020-7160,INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS,1.3,Q2,4区
,INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS,1.3,Q2,4区
0920-5691,INTERNATIONAL JOURNAL OF COMPUTER VISION,9.3,Q1,2区
,INTERNATIONAL JOURNAL OF COMPUTER VISION,9.3,Q1,2区
2155-7098,International Journal of Computer-Assisted Language Learning and Teaching,1,Q3,4区
,International Journal of Computer-Assisted Language Learning and Teaching,1,Q3,4区
1556-1607,International Journal of Computer-Supported Collaborative Learning,5.7,Q1,1区
,International Journal of Computer-Supported Collaborative Learning,5.7,Q1,1区
1463-4201,International Journal of Computerized Dentistry,2,Q2,4区
,International Journal of Computerized Dentistry,2,Q2,4区
1841-9836,International Journal of Computers Communications & Control,1.9,Q3,4区
,International Journal of Computers Communications & Control,1.9,Q3,4区
1752-5055,International Journal of Computing Science and Mathematics,,,4区
,International Journal of Computing Science and Mathematics,,,4区
1976-0485,International Journal of Concrete Structures and Materials,3.6,Q2,3区
,International Journal of Concrete Structures and Materials,3.6,Q2,3区
1864-1385,International Journal of Conflict and Violence,0.3,Q4,4区
,International Journal of Conflict and Violence,0.3,Q4,4区
1044-4068,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,2.6,Q1,3区
,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,2.6,Q1,3区
2067-533X,International Journal of Conservation Science,,,4区
,International Journal of Conservation Science,,,4区
1562-3599,International Journal of Construction Management,3.4,Q2,3区
,International Journal of Construction Management,3.4,Q2,3区
1470-6423,International Journal of Consumer Studies,7.6,Q1,2区
,International Journal of Consumer Studies,7.6,Q1,2区
1925-4423,International Journal of Contemporary Economics and Administrative Sciences,0.4,Q4,4区
,International Journal of Contemporary Economics and Administrative Sciences,0.4,Q4,4区
0959-6119,International Journal of Contemporary Hospitality Management,9,Q1,1区
,International Journal of Contemporary Hospitality Management,9,Q1,1区
1560-4624,International Journal of Continuing Engineering Education and Life-Long Learning,0.4,Q4,4区
,International Journal of Continuing Engineering Education and Life-Long Learning,0.4,Q4,4区
1598-6446,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,2.9,Q2,4区
,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,2.9,Q2,4区
0020-7179,INTERNATIONAL JOURNAL OF CONTROL,1.6,Q3,4区
,INTERNATIONAL JOURNAL OF CONTROL,1.6,Q3,4区
0218-8430,INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS,,,4区
,INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS,,,4区
1384-6655,International Journal of Corpus Linguistics,1.4,Q2,2区
,International Journal of Corpus Linguistics,1.4,Q2,2区
2305-6894,International Journal of Corrosion and Scale Inhibition,1.7,Q4,4区
,International Journal of Corrosion and Scale Inhibition,1.7,Q4,4区
0142-5463,INTERNATIONAL JOURNAL OF COSMETIC SCIENCE,2.5,Q2,4区
,INTERNATIONAL JOURNAL OF COSMETIC SCIENCE,2.5,Q2,4区
1358-8265,INTERNATIONAL JOURNAL OF CRASHWORTHINESS,2,Q3,4区
,INTERNATIONAL JOURNAL OF CRASHWORTHINESS,2,Q3,4区
1874-5482,International Journal of Critical Infrastructure Protection,5.3,Q1,3区
,International Journal of Critical Infrastructure Protection,5.3,Q1,3区
1475-3219,International Journal of Critical Infrastructures,0.5,Q4,4区
,International Journal of Critical Infrastructures,0.5,Q4,4区
1470-5958,International Journal of Cross Cultural Management,2.4,Q3,4区
,International Journal of Cross Cultural Management,2.4,Q3,4区
1756-3461,International Journal of Cuban Studies,0.3,Q3,4区
,International Journal of Cuban Studies,0.3,Q3,4区
1028-6632,International Journal of Cultural Policy,1.6,Q1,3区
,International Journal of Cultural Policy,1.6,Q1,3区
0940-7391,International Journal of Cultural Property,1,Q2,2区
,International Journal of Cultural Property,1,Q2,2区
1367-8779,International Journal of Cultural Studies,1.8,Q1,2区
,International Journal of Cultural Studies,1.8,Q1,2区
1750-6182,International Journal of Culture Tourism and Hospitality Research,,,4区
,International Journal of Culture Tourism and Hospitality Research,,,4区
1947-3435,International Journal of Cyber Warfare and Terrorism,0.1,Q4,4区
,International Journal of Cyber Warfare and Terrorism,0.1,Q4,4区
1364-727X,INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY,2.8,Q3,3区
,INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY,2.8,Q3,3区
1056-7895,INTERNATIONAL JOURNAL OF DAMAGE MECHANICS,3.9,Q1,2区
,INTERNATIONAL JOURNAL OF DAMAGE MECHANICS,3.9,Q1,2区
1748-5673,International Journal of Data Mining and Bioinformatics,0.4,Q4,4区
,International Journal of Data Mining and Bioinformatics,0.4,Q4,4区
1759-1163,International Journal of Data Mining Modelling and Management,0.5,Q4,4区
,International Journal of Data Mining Modelling and Management,0.5,Q4,4区
2364-415X,International Journal of Data Science and Analytics,2.8,Q2,3区
,International Journal of Data Science and Analytics,2.8,Q2,3区
1548-3924,International Journal of Data Warehousing and Mining,,,4区
,International Journal of Data Warehousing and Mining,,,4区
1941-6296,International Journal of Decision Support System Technology,,,4区
,International Journal of Decision Support System Technology,,,4区
1601-5029,International Journal of Dental Hygiene,1.4,Q3,4区
,International Journal of Dental Hygiene,1.4,Q3,4区
1687-8728,International Journal of Dentistry,2.2,Q2,4区
,International Journal of Dentistry,2.2,Q2,4区
0011-9059,INTERNATIONAL JOURNAL OF DERMATOLOGY,3.2,Q1,4区
,INTERNATIONAL JOURNAL OF DERMATOLOGY,3.2,Q1,4区
2165-0349,International Journal of Design Creativity and Innovation,2.5,Q3,4区
,International Journal of Design Creativity and Innovation,2.5,Q3,4区
1991-3761,International Journal of Design,1.9,Q1,3区
,International Journal of Design,1.9,Q1,3区
0214-6282,INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,1.3,Q4,4区
,INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,1.3,Q4,4区
2047-3869,International Journal of Developmental Disabilities,1.4,Q2,4区
,International Journal of Developmental Disabilities,1.4,Q2,4区
0736-5748,INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,1.6,Q3,4区
,INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,1.6,Q3,4区
0973-3930,International Journal of Diabetes in Developing Countries,,,4区
,International Journal of Diabetes in Developing Countries,,,4区
1687-9643,International Journal of Differential Equations,1.5,Q2,4区
,International Journal of Differential Equations,1.5,Q2,4区
1941-6210,International Journal of Digital Crime and Forensics,1,Q4,4区
,International Journal of Digital Crime and Forensics,1,Q4,4区
1753-8947,International Journal of Digital Earth,4.9,Q1,2区
,International Journal of Digital Earth,4.9,Q1,2区
1687-7578,International Journal of Digital Multimedia Broadcasting,1.1,Q4,4区
,International Journal of Digital Multimedia Broadcasting,1.1,Q4,4区
1034-912X,International Journal of Disability Development and Education,1.3,Q3,4区
,International Journal of Disability Development and Education,1.3,Q3,4区
1759-5908,International Journal of Disaster Resilience in the Built Environment,1.1,Q4,4区
,International Journal of Disaster Resilience in the Built Environment,1.1,Q4,4区
2212-4209,International Journal of Disaster Risk Reduction,4.5,Q1,2区
,International Journal of Disaster Risk Reduction,4.5,Q1,2区
2095-0055,International Journal of Disaster Risk Science,4,Q1,2区
,International Journal of Disaster Risk Science,4,Q1,2区
1741-3591,International Journal of Disclosure and Governance,2.4,Q3,4区
,International Journal of Disclosure and Governance,2.4,Q3,4区
1358-2291,International Journal of Discrimination and the Law,1.1,Q2,4区
,International Journal of Discrimination and the Law,1.1,Q2,4区
1539-3100,International Journal of Distance Education Technologies,,,4区
,International Journal of Distance Education Technologies,,,4区
1550-1329,International Journal of Distributed Sensor Networks,2.5,Q3,4区
,International Journal of Distributed Sensor Networks,2.5,Q3,4区
1947-3532,International Journal of Distributed Systems and Technologies,0.6,Q4,4区
,International Journal of Distributed Systems and Technologies,0.6,Q4,4区
0955-3959,INTERNATIONAL JOURNAL OF DRUG POLICY,4.4,Q1,2区
,INTERNATIONAL JOURNAL OF DRUG POLICY,4.4,Q1,2区
1752-3583,International Journal of Dynamical Systems and Differential Equations,0.2,Q4,4区
,International Journal of Dynamical Systems and Differential Equations,0.2,Q4,4区
2195-268X,International Journal of Dynamics and Control,1.9,Q1,4区
,International Journal of Dynamics and Control,1.9,Q1,4区
1937-9633,International Journal of E-Adoption,0.6,Q3,4区
,International Journal of E-Adoption,0.6,Q3,4区
1548-1131,International Journal of E-Business Research,1.9,Q3,4区
,International Journal of E-Business Research,1.9,Q3,4区
1548-3673,International Journal of e-Collaboration,0.4,Q4,4区
,International Journal of e-Collaboration,0.4,Q4,4区
1947-315X,International Journal of E-Health and Medical Communications,1.7,Q4,4区
,International Journal of E-Health and Medical Communications,1.7,Q4,4区
2160-9918,International Journal of E-Planning Research,0.5,Q4,4区
,International Journal of E-Planning Research,0.5,Q4,4区
0020-7187,INTERNATIONAL JOURNAL OF EARLY CHILDHOOD,1.8,Q2,4区
,INTERNATIONAL JOURNAL OF EARLY CHILDHOOD,1.8,Q2,4区
0966-9760,International Journal of Early Years Education,1.3,Q2,4区
,International Journal of Early Years Education,1.3,Q2,4区
1437-3254,INTERNATIONAL JOURNAL OF EARTH SCIENCES,2,Q3,3区
,INTERNATIONAL JOURNAL OF EARTH SCIENCES,2,Q3,3区
0276-3478,INTERNATIONAL JOURNAL OF EATING DISORDERS,4.3,Q1,2区
,INTERNATIONAL JOURNAL OF EATING DISORDERS,4.3,Q1,2区
0973-1385,International Journal of Ecological Economics & Statistics,<0.1,Q4,4区
,International Journal of Ecological Economics & Statistics,<0.1,Q4,4区
0972-9984,International Journal of Ecology & Development,<0.1,Q4,4区
,International Journal of Ecology & Development,<0.1,Q4,4区
2524-4892,International Journal of Economic Policy Studies,,,4区
,International Journal of Economic Policy Studies,,,4区
1804-9796,International Journal of Economic Sciences,,,3区
,International Journal of Economic Sciences,2.4,Q2,3区
1742-7355,International Journal of Economic Theory,,,4区
,International Journal of Economic Theory,,,4区
1394-7680,International Journal of Economics Management and Accounting,0.3,Q4,4区
,International Journal of Economics Management and Accounting,0.3,Q4,4区
2074-1316,International Journal of Education and Information Technologies,0.6,Q3,4区
,International Journal of Education and Information Technologies,0.6,Q3,4区
1529-8094,International Journal of Education and the Arts,0.9,Q3,4区
,International Journal of Education and the Arts,0.9,Q3,4区
2147-611X,International Journal of Education in Mathematics Science and Technology,1.1,Q3,4区
,International Journal of Education in Mathematics Science and Technology,1.1,Q3,4区
1743-5234,International Journal of Education through Art,0.9,Q3,4区
,International Journal of Education through Art,0.9,Q3,4区
0738-0593,INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,2.3,Q1,3区
,INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,2.3,Q1,3区
2014-9018,International Journal of Educational Leadership and Management,0.9,Q3,4区
,International Journal of Educational Leadership and Management,0.9,Q3,4区
0951-354X,International Journal of Educational Management,2.4,Q3,4区
,International Journal of Educational Management,2.4,Q3,4区
2014-3591,International Journal of Educational Psychology,1.2,Q4,4区
,International Journal of Educational Psychology,1.2,Q4,4区
2386-4303,International Journal of Educational Research and Innovation,1.2,Q2,4区
,International Journal of Educational Research and Innovation,1.2,Q2,4区
0883-0355,International Journal of Educational Research,2.5,Q1,3区
,International Journal of Educational Research,2.5,Q1,3区
0975-1122,International Journal of Educational Sciences,0.1,Q4,4区
,International Journal of Educational Sciences,0.1,Q4,4区
2365-9440,International Journal of Educational Technology in Higher Education,16.7,Q1,1区
,International Journal of Educational Technology in Higher Education,16.7,Q1,1区
1751-4088,International Journal of Electric and Hybrid Vehicles,,,4区
,International Journal of Electric and Hybrid Vehicles,,,4区
1847-6996,International Journal of Electrical and Computer Engineering Systems,,,4区
,International Journal of Electrical and Computer Engineering Systems,,,4区
0142-0615,INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,5,Q1,2区
,INTERNATIONAL JOURNAL OF ELECTRICAL POWER & ENERGY SYSTEMS,5,Q1,2区
1452-3981,International Journal of Electrochemical Science,2.4,Q3,4区
,International Journal of Electrochemical Science,2.4,Q3,4区
1086-4415,INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,3.8,Q1,3区
,INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,3.8,Q1,3区
1548-3886,International Journal of Electronic Government Research,1.5,Q2,4区
,International Journal of Electronic Government Research,1.5,Q2,4区
1751-911X,International Journal of Electronic Security and Digital Forensics,0.5,Q4,4区
,International Journal of Electronic Security and Digital Forensics,0.5,Q4,4区
2081-8491,International Journal of Electronics and Telecommunications,,,4区
,International Journal of Electronics and Telecommunications,,,4区
0020-7217,INTERNATIONAL JOURNAL OF ELECTRONICS,1.1,Q4,4区
,INTERNATIONAL JOURNAL OF ELECTRONICS,1.1,Q4,4区
1947-3176,International Journal of Embedded and Real-Time Communication Systems (IJERTCS),,,4区
,International Journal of Embedded and Real-Time Communication Systems (IJERTCS),,,4区
1741-1068,International Journal of Embedded Systems,,,4区
,International Journal of Embedded Systems,,,4区
1471-4825,International Journal of Emergency Management,0.6,Q4,4区
,International Journal of Emergency Management,0.6,Q4,4区
1865-1372,International Journal of Emergency Medicine,2,Q2,4区
,International Journal of Emergency Medicine,2,Q2,4区
2047-0894,International Journal of Emergency Services,1.6,Q2,4区
,International Journal of Emergency Services,1.6,Q2,4区
2194-5756,International Journal of Emerging Electric Power Systems,,,4区
,International Journal of Emerging Electric Power Systems,,,4区
1746-8809,International Journal of Emerging Markets,3,Q1,4区
,International Journal of Emerging Markets,3,Q1,4区
2073-7629,International Journal of Emotional Education,1,Q4,4区
,International Journal of Emotional Education,1,Q4,4区
1726-913X,International Journal of Endocrinology and Metabolism,1.8,Q4,4区
,International Journal of Endocrinology and Metabolism,1.8,Q4,4区
1687-8337,International Journal of Endocrinology,2.3,Q3,4区
,International Journal of Endocrinology,2.3,Q3,4区
2150-766X,International Journal of Energetic Materials and Chemical Propulsion,,,4区
,International Journal of Energetic Materials and Chemical Propulsion,,,4区
2008-9163,International Journal of Energy and Environmental Engineering,2.4,Q3,4区
,International Journal of Energy and Environmental Engineering,2.4,Q3,4区
2160-9500,International Journal of Energy Optimization and Engineering,,,4区
,International Journal of Energy Optimization and Engineering,,,4区
0363-907X,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,4.2,Q1,4区
,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,4.2,Q1,4区
1750-6220,International Journal of Energy Sector Management,3.3,Q2,4区
